Day,Date,Peak_Wind_Gust_kmh,Mid_Wind_Gust_kmh,Valley_Wind_Gust_kmh,Peak_Wind_Speed_kmh,Mid_Wind_Speed_kmh,Valley_Wind_Speed_kmh,Peak_Min_Temp,Peak_Max_Temp,Peak_Feels_Like,Mid_Min_Temp,Mid_Max_Temp,Mid_Feels_Like,Valley_Min_Temp,Valley_Max_Temp,Valley_Feels_Like,Inversion,Peak_Weather2,Peak_Weather5,Mid_Weather2,Mid_Weather5,Valley_Weather2,Valley_Weather5,Peak_Rain_mm,Mid_Rain_mm,Valley_Rain_mm,Peak_Snow_cm,Mid_Snow_cm,Valley_Snow_cm,Thunder,Peak_Snow_depth_cm,Mid_Snow_depth_cm,Base_Snow_depth_cm,
145,22/11/2014,3,2,1,3,2,1,-20,-18,-23,-18,-15,-18,-15,-11,-14,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,10,9,5,,62,11,10,
146,23/11/2014,1,0,0,1,0,0,-18,-15,-16,-16,-7,-12,-8,-7,-4,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,1,0,0,,63,11,10,
147,24/11/2014,6,4,2,6,4,2,-17,-17,-22,-15,-6,-18,-7,-3,-8,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,7,0,0,,70,11,10,
148,25/11/2014,11,6,3,11,6,3,-19,-19,-27,-17,-10,-22,-14,-10,-16,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,21,15,13,,90,25,23,
149,26/11/2014,148,82,38,73,43,23,-21,-17,-43,-15,-8,-32,-10,-6,-21,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,77,13,23,
150,27/11/2014,121,69,35,55,33,19,-20,-18,-40,-17,-8,-33,-10,-6,-20,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,8,0,0,,75,10,23,
151,28/11/2014,128,86,58,37,24,14,-21,-17,-42,-18,-7,-36,-11,-10,-23,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,3,0,0,,68,8,23,
152,29/11/2014,33,19,10,22,13,7,-21,-21,-34,-18,-13,-28,-16,-12,-22,,Snow,Light Snow,Snow,Snow Showers,Snow,Snow Showers,0,0,0,6,5,3,,71,12,26,
153,30/11/2014,13,8,4,13,8,4,-20,-17,-28,-17,-10,-23,-10,-8,-12,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,17,0,0,,87,12,26,
154,01/12/2014,59,34,17,24,14,8,-21,-19,-38,-18,-15,-31,-16,-14,-25,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,15,13,6,,98,23,32,
155,02/12/2014,6,4,2,6,4,2,-19,-19,-24,-16,-5,-19,-9,-6,-10,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,3,0,0,,100,23,32,
156,03/12/2014,23,14,8,19,12,7,-20,-17,-31,-15,-10,-23,-10,-8,-15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,98,22,32,
157,04/12/2014,0,0,0,0,0,0,-19,-18,-8,-14,-7,-3,-9,-5,1,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,98,22,32,
158,05/12/2014,18,12,7,18,12,7,-22,-19,-33,-20,-13,-28,-17,-14,-23,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,14,10,9,,111,31,41,
159,06/12/2014,41,24,13,41,24,13,-20,-19,-35,-15,-7,-25,-10,-8,-17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,108,29,41,
160,07/12/2014,23,13,7,23,13,7,-24,-19,-37,-19,-14,-28,-14,-5,-19,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,104,27,41,
161,08/12/2014,7,4,2,7,4,2,-20,-17,-26,-18,-9,-21,-10,-8,-11,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,10,0,0,,113,27,41,
162,09/12/2014,20,14,10,20,14,10,-22,-20,-32,-19,-11,-27,-11,-9,-17,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,7,0,0,,119,25,41,
163,10/12/2014,25,16,9,25,16,9,-24,-22,-36,-19,-13,-27,-14,-11,-19,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,117,24,41,
164,11/12/2014,120,69,34,41,24,12,-21,-19,-42,-18,-13,-35,-16,-16,-28,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,21,18,8,,128,40,49,
165,12/12/2014,95,56,30,24,14,8,-24,-22,-45,-21,-12,-38,-14,-12,-24,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,126,39,49,
166,13/12/2014,17,10,5,14,9,5,-24,-24,-35,-19,-12,-26,-14,-11,-17,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,124,38,49,
167,14/12/2014,27,16,8,15,9,6,-22,-22,-34,-19,-8,-28,-12,-11,-17,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,13,0,0,,135,37,49,
168,15/12/2014,22,13,7,12,7,5,-26,-26,-38,-23,-20,-32,-21,-19,-26,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,2,,138,40,52,
169,16/12/2014,0,0,0,0,0,0,-21,-20,-17,-16,-8,-11,-11,-9,-5,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,138,40,52,
170,17/12/2014,4,2,1,4,2,1,-22,-21,-25,-17,-9,-18,-12,-12,-11,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,138,40,52,
171,18/12/2014,3,2,1,3,2,1,-21,-19,-23,-19,-9,-19,-11,-9,-10,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,13,0,0,,151,40,52,
172,19/12/2014,27,18,11,25,15,9,-24,-21,-37,-22,-16,-32,-19,-19,-27,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,150,40,52,
173,20/12/2014,22,15,11,21,13,7,-27,-27,-40,-25,-21,-35,-22,-19,-30,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,1,,151,41,54,
174,21/12/2014,4,2,1,4,2,1,-24,-21,-28,-22,-16,-23,-19,-15,-18,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,11,8,7,,161,49,61,
175,22/12/2014,22,14,8,22,14,8,-21,-18,-33,-19,-9,-27,-11,-7,-16,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,13,0,0,,173,48,61,
176,23/12/2014,2,1,1,2,1,1,-23,-19,-24,-21,-16,-20,-18,-17,-16,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,14,12,6,,187,60,67,
177,24/12/2014,7,4,3,7,4,3,-23,-19,-30,-21,-11,-25,-13,-12,-15,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,12,0,0,,198,59,67,
178,25/12/2014,89,52,28,29,17,8,-22,-22,-42,-17,-10,-32,-12,-12,-22,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,191,58,67,
179,26/12/2014,2,1,1,2,1,1,-26,-23,-27,-23,-11,-22,-15,-11,-13,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,195,58,67,
180,27/12/2014,102,56,26,21,12,6,-26,-22,-48,-23,-19,-40,-21,-17,-33,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,2,,192,60,70,
181,28/12/2014,0,0,0,0,0,0,-24,-23,-17,-21,-16,-13,-19,-17,-10,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,13,11,6,,205,71,76,
182,29/12/2014,1,1,0,1,1,0,-25,-21,-23,-22,-17,-19,-20,-17,-15,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,9,7,5,,214,78,81,
183,30/12/2014,3,2,2,3,2,2,-25,-24,-28,-22,-17,-23,-20,-19,-20,,Snow,Mod Snow,Snow,Mod Snow,Snow,Snow Showers,0,0,0,12,12,5,,225,90,86,
184,31/12/2014,6,4,2,6,4,2,-23,-19,-28,-20,-16,-23,-18,-16,-18,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,13,11,5,,238,100,91,
185,01/01/2015,24,14,7,24,14,7,-25,-23,-37,-22,-18,-31,-20,-18,-25,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,20,15,9,,256,115,100,
186,02/01/2015,7,5,3,7,5,3,-25,-21,-31,-22,-18,-26,-20,-20,-22,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,15,11,6,,270,125,106,
187,03/01/2015,120,72,40,42,25,14,-26,-26,-49,-23,-17,-42,-21,-20,-35,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,263,125,107,
188,04/01/2015,1,1,0,1,1,0,-24,-20,-22,-21,-16,-18,-19,-18,-15,,Snow,Mod Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,16,15,11,,279,139,118,
189,05/01/2015,0,0,0,0,0,0,-23,-23,-18,-20,-14,-15,-18,-15,-11,,Snow,Mod Snow,Snow,Mod Snow,Snow,Snow Showers,0,0,0,12,11,5,,290,150,123,
190,06/01/2015,118,67,33,35,21,12,-24,-21,-46,-19,-10,-35,-14,-14,-25,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,281,148,123,
191,07/01/2015,48,33,22,20,13,8,-24,-22,-40,-21,-10,-35,-14,-13,-23,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,4,0,0,,281,147,123,
192,08/01/2015,5,3,1,5,3,1,-25,-25,-30,-22,-20,-25,-20,-19,-19,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,21,18,12,,302,165,135,
193,09/01/2015,0,0,0,0,0,0,-25,-22,-17,-22,-16,-14,-20,-16,-11,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,9,8,4,,311,173,139,
194,10/01/2015,46,30,20,31,18,10,-26,-25,-43,-23,-12,-37,-16,-14,-25,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,9,0,0,,316,171,139,
195,11/01/2015,21,12,6,21,12,6,-24,-24,-35,-19,-12,-26,-14,-14,-18,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,314,170,139,
196,12/01/2015,7,4,2,7,4,2,-22,-18,-28,-17,-12,-20,-12,-5,-12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,305,166,139,
197,13/01/2015,12,7,4,12,7,4,-22,-22,-30,-19,-13,-25,-17,-15,-20,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,1,1,,306,167,140,
198,14/01/2015,43,28,18,25,15,8,-22,-19,-37,-17,-13,-28,-12,-6,-20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,292,156,140,
199,15/01/2015,7,4,3,7,4,3,-23,-22,-29,-20,-16,-24,-18,-16,-19,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,10,7,6,,302,163,146,
200,16/01/2015,80,44,20,21,12,6,-26,-26,-46,-23,-18,-39,-21,-17,-31,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,300,165,148,
201,17/01/2015,5,4,2,5,4,2,-26,-25,-31,-23,-19,-27,-21,-18,-22,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,4,2,,303,168,149,
202,18/01/2015,0,0,0,0,0,0,-26,-22,-11,-28,-23,-12,-31,-25,-13,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,300,160,149,
203,19/01/2015,35,21,12,17,10,5,-24,-20,-38,-19,-12,-29,-14,-8,-20,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,293,153,149,
204,20/01/2015,4,2,1,4,2,1,-24,-24,-27,-21,-16,-22,-19,-19,-18,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,297,156,151,
205,21/01/2015,21,12,6,14,8,4,-25,-25,-37,-22,-17,-31,-20,-20,-24,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,0,,296,156,152,
206,22/01/2015,0,0,0,0,0,0,-27,-27,-16,-22,-17,-11,-17,-15,-6,,Cloudy,,Sunny,,Sunny,,0,0,0,0,0,0,,296,156,152,
207,23/01/2015,23,14,8,13,7,4,-22,-18,-33,-19,-14,-28,-17,-14,-22,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,2,2,,298,158,153,
208,24/01/2015,38,22,11,9,5,3,-29,-23,-45,-24,-22,-35,-19,-11,-26,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,293,155,153,
209,25/01/2015,0,0,0,0,0,0,-22,-22,-14,-19,-11,-11,-12,-11,-3,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,295,155,153,
210,26/01/2015,10,5,3,7,4,2,-29,-25,-37,-26,-16,-31,-19,-19,-20,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,297,154,153,
211,27/01/2015,4,2,1,4,2,1,-28,-24,-32,-22,-20,-24,-17,-13,-16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,287,144,153,
212,28/01/2015,4,2,1,4,2,1,-24,-22,-27,-18,-13,-20,-13,-7,-13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,284,139,153,
213,29/01/2015,11,6,3,8,4,2,-25,-25,-34,-23,-17,-29,-20,-16,-23,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,288,142,156,
214,30/01/2015,0,0,0,0,0,0,-24,-20,-9,-27,-24,-10,-29,-21,-12,Yes,Sunny,,Sunny,,Fog,,0,0,0,0,0,0,,287,141,156,
215,31/01/2015,16,10,5,11,6,3,-23,-22,-34,-21,-17,-28,-18,-15,-23,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,3,2,,289,144,158,
216,01/02/2015,5,3,1,5,3,1,-26,-20,-31,-21,-14,-23,-16,-9,-15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,285,137,158,
217,02/02/2015,14,8,4,10,6,3,-24,-24,-34,-22,-19,-28,-19,-17,-22,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,284,138,158,
218,03/02/2015,0,0,0,0,0,0,-24,-22,-19,-22,-14,-16,-14,-10,-7,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,287,138,158,
219,04/02/2015,7,4,2,7,4,2,-21,-17,-27,-19,-12,-22,-16,-14,-17,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,2,2,,290,140,160,
220,05/02/2015,25,14,7,14,8,5,-27,-21,-41,-22,-16,-31,-17,-14,-22,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,281,137,160,
221,06/02/2015,7,4,2,7,4,2,-18,-15,-24,-16,-10,-19,-13,-13,-14,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,4,3,2,,284,140,162,
222,07/02/2015,6,4,2,6,4,2,-26,-24,-32,-24,-19,-27,-21,-21,-22,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,285,141,162,
223,08/02/2015,13,7,4,13,7,4,-21,-18,-30,-16,-12,-21,-11,-2,-13,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,281,136,162,
224,09/02/2015,8,5,3,8,5,3,-22,-20,-29,-19,-9,-24,-12,-8,-13,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,285,136,162,
225,10/02/2015,16,11,8,12,7,5,-23,-19,-33,-18,-14,-25,-13,-9,-18,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,278,131,162,
226,11/02/2015,20,13,9,11,7,4,-20,-13,-30,-15,-10,-22,-10,-3,-15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,273,125,162,
227,12/02/2015,0,0,0,0,0,0,-23,-16,-15,-18,-13,-10,-13,-9,-5,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,263,117,162,
228,13/02/2015,30,17,9,18,11,6,-21,-17,-33,-16,-12,-24,-11,-6,-16,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,251,113,162,
229,14/02/2015,2,1,1,2,1,1,-23,-22,-23,-20,-9,-19,-13,-12,-10,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,8,0,0,,259,113,162,
230,15/02/2015,4,2,1,4,2,1,-23,-20,-26,-20,-18,-22,-18,-17,-17,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,24,20,14,,282,132,176,
231,16/02/2015,10,7,5,10,7,5,-21,-18,-29,-16,-7,-21,-11,-7,-14,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,282,132,176,
232,17/02/2015,14,8,4,14,8,4,-20,-18,-29,-18,-13,-24,-15,-12,-18,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,283,133,177,
233,18/02/2015,61,34,16,18,11,6,-18,-14,-34,-16,-12,-28,-13,-10,-21,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,1,1,,280,134,178,
234,19/02/2015,7,4,3,7,4,3,-23,-20,-30,-18,-13,-22,-13,-9,-14,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,279,133,178,
235,20/02/2015,8,5,3,8,5,3,-21,-21,-28,-16,-9,-20,-11,-7,-12,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,278,133,178,
236,21/02/2015,0,0,0,0,0,0,-21,-17,-17,-19,-14,-14,-16,-14,-10,,Snow,Mod Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,20,14,13,,298,147,191,
237,22/02/2015,9,5,3,9,5,3,-21,-21,-28,-18,-16,-23,-16,-16,-18,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,9,8,6,,307,154,197,
238,23/02/2015,15,9,5,15,9,5,-20,-17,-29,-17,-15,-24,-15,-14,-19,,Snow,Mod Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,19,14,11,,325,167,208,
239,24/02/2015,27,16,9,27,16,9,-20,-19,-32,-17,-15,-26,-15,-11,-20,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,18,14,9,,340,180,218,
240,25/02/2015,24,16,11,24,16,10,-19,-15,-30,-16,-13,-25,-14,-13,-20,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,339,179,218,
241,26/02/2015,14,8,4,14,8,4,-20,-19,-28,-15,-9,-20,-10,-9,-11,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,338,179,218,
242,27/02/2015,33,19,10,31,18,10,-24,-23,-38,-21,-16,-31,-19,-17,-25,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,3,2,1,,339,179,220,
243,28/02/2015,17,11,8,17,11,8,-20,-18,-30,-15,-7,-22,-10,-7,-15,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,337,178,220,
244,01/03/2015,20,13,7,20,13,7,-21,-21,-32,-19,-16,-27,-16,-13,-22,,Snow,Light Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,10,9,6,,346,187,225,
245,02/03/2015,77,44,23,23,14,7,-18,-18,-36,-16,-4,-29,-8,-6,-16,,Snow,Light Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,9,0,0,,349,185,225,
246,03/03/2015,28,17,9,12,7,4,-17,-13,-29,-12,-8,-20,-7,-1,-12,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,342,178,225,
247,04/03/2015,0,0,0,0,0,0,-19,-16,-14,-17,-12,-11,-14,-13,-8,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,11,8,7,,353,186,232,
248,05/03/2015,40,22,10,11,7,4,-20,-20,-34,-17,-9,-28,-10,-6,-15,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,15,0,0,,365,186,232,
249,06/03/2015,6,4,2,6,4,2,-23,-23,-28,-20,-14,-24,-18,-16,-19,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,367,187,233,
250,07/03/2015,12,8,5,6,4,3,-18,-15,-25,-13,-7,-18,-8,1,-11,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,361,177,218,
251,08/03/2015,0,0,0,0,0,0,-19,-15,-7,-14,-8,-2,-9,-5,2,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,361,177,218,
252,09/03/2015,1,0,0,1,0,0,-17,-14,-13,-12,-4,-7,-7,-3,-2,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,361,177,218,
253,10/03/2015,21,13,8,10,7,4,-19,-18,-30,-17,-7,-25,-9,-5,-14,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,2,0,0,,361,176,218,
254,11/03/2015,2,1,1,2,1,1,-15,-12,-15,-13,-9,-11,-10,-6,-7,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,2,2,1,,363,178,219,
255,12/03/2015,5,3,2,5,3,2,-13,-13,-17,-11,1,-13,-3,-3,-3,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,3,0,0,,365,177,219,
256,13/03/2015,6,4,2,6,4,2,-20,-19,-25,-18,-15,-20,-15,-15,-16,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,1,1,1,,366,178,219,
257,14/03/2015,33,21,12,17,10,5,-19,-14,-32,-14,-12,-23,-9,-4,-15,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,358,172,219,
258,15/03/2015,0,0,0,0,0,0,-12,-7,-8,-7,-3,-2,-2,6,3,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,348,167,217,
259,16/03/2015,6,4,3,6,4,3,-19,-14,-24,-14,-8,-17,-9,-1,-10,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,340,160,217,
260,17/03/2015,30,17,8,13,7,4,-13,-12,-23,-10,-7,-17,-8,-5,-12,,Snow,Snow Showers,Snow,Snow Showers,Snow,Snow Showers,0,0,0,5,4,3,,342,163,220,
261,18/03/2015,4,3,2,4,3,2,-18,-15,-21,-15,-7,-17,-8,-7,-8,,Snow,Snow Showers,Partly Cloudy,,Partly Cloudy,,0,0,0,2,0,0,,344,163,220,
262,19/03/2015,32,18,9,8,5,2,-14,-12,-26,-9,-2,-17,-4,-4,-8,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,341,163,220,
263,20/03/2015,12,7,3,4,2,1,-15,-13,-22,-13,-3,-17,-5,-5,-6,,Snow,Snow Showers,Sunny,,Sunny,,0,0,0,5,0,0,,346,163,220,
264,21/03/2015,7,4,2,2,1,1,-15,-13,-20,-10,-5,-12,-5,-2,-5,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,345,162,220,
265,22/03/2015,1,0,0,1,0,0,-14,-11,-11,-9,-3,-5,-4,-1,1,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,345,162,220,
266,23/03/2015,3,2,1,3,2,1,-13,-12,-15,-11,-6,-11,-8,-7,-7,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,11,8,7,,356,171,227,
267,24/03/2015,0,0,0,0,0,0,-13,-11,-4,-8,-1,1,-3,-2,5,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,356,171,227,
268,25/03/2015,3,2,1,3,2,1,-12,-9,-13,-9,1,-9,-2,0,0,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,16,0,0,,371,171,227,
269,26/03/2015,3,2,1,3,2,1,-12,-9,-14,-9,0,-9,-2,1,0,,Snow,Heavy Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,23,0,0,,394,170,227,
270,27/03/2015,1,0,0,1,0,0,-11,-11,-8,-9,-6,-5,-6,-2,-2,,Snow,Light Snow,Snow,Snow Showers,Snow,Snow Showers,0,0,0,6,4,2,,400,175,230,
271,28/03/2015,9,6,4,6,4,2,-13,-13,-19,-8,-3,-11,-3,0,-5,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,399,174,230,
272,29/03/2015,13,8,5,5,3,2,-14,-14,-21,-11,0,-16,-4,-1,-6,,Snow,Mod Snow,Partly Cloudy,,Partly Cloudy,,0,0,0,13,0,0,,411,174,230,
273,30/03/2015,1,1,1,1,1,1,-11,-9,-10,-6,3,-4,-1,0,2,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,411,174,226,
274,31/03/2015,0,0,0,0,0,0,-12,-11,-6,-10,-6,-3,-7,-4,0,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,19,15,8,,430,189,233,
275,01/04/2015,3,2,1,3,2,1,-11,-10,-13,-6,-1,-6,-1,3,1,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,430,189,229,
276,02/04/2015,15,9,5,9,6,4,-11,-7,-18,-6,-1,-10,-1,-1,-3,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,429,188,224,
277,03/04/2015,2,1,1,2,1,1,-12,-12,-12,-9,-7,-8,-7,-6,-5,,Snow,Mod Snow,Snow,Light Snow,Snow,Light Snow,0,0,0,12,9,6,,441,197,230,
278,04/04/2015,0,0,0,0,0,0,-8,-4,-5,-6,0,-2,-3,0,2,,Snow,Heavy Snow,Snow,Mod Snow,Snow,Mod Snow,0,0,0,24,17,11,,465,214,242,
279,05/04/2015,31,20,12,11,7,4,-9,-8,-19,-4,3,-10,1,1,-3,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,462,213,233,
280,06/04/2015,11,8,5,6,4,2,-12,-6,-18,-7,-1,-11,-2,5,-4,,Sunny,,Sunny,,Sunny,,0,0,0,0,0,0,,458,204,227,
281,07/04/2015,2,1,1,2,1,1,-10,-9,-10,-7,-3,-6,-5,-1,-2,,Snow,Light Snow,Snow,Light Snow,Snow,Snow Showers,0,0,0,6,6,3,,464,210,229,
282,08/04/2015,2,1,1,2,1,1,-11,-8,-11,-5,0,-4,0,1,2,,Partly Cloudy,,Partly Cloudy,,Partly Cloudy,,0,0,0,0,0,0,,464,210,226,
283,09/04/2015,14,9,6,5,3,2,-4,-1,-9,-2,4,-5,1,1,-1,,Snow,Snow Showers,Snow,Snow Showers,Sleet,Sleet Showers,0,0,0,3,3,0,,466,212,222,
284,10/04/2015,4,2,1,4,2,1,-7,-6,-9,-4,-2,-5,-2,-1,-1,,Snow,Mod Snow,Snow,Mod Snow,Snow,Light Snow,0,0,0,13,11,9,,478,223,231,
